textid,anger,disgust,fear,joy,sad,surprise
31,0.07538521851698246,0.05165775420938531,0.11162863336542461,0.38701810050601615,0.15089571580848804,0.2234145775937035
32,0.08266469020400101,0.06847401221552725,0.18593382432080555,0.24999915431739447,0.2027536987269322,0.2101746202153397
33,0.06795513998532803,0.05261554166692964,0.1389275518844304,0.29508332400615256,0.20845680151694465,0.23696164094021477
34,0.11069492105668827,0.038476245478461506,0.2771621659271512,0.25293465013498523,0.13364072813194008,0.18709128927077381
35,0.024526964324121676,0.018619678088560805,0.04791254546002249,0.5427316882511519,0.06180204423657369,0.3044070796395694
36,0.13040650339487989,0.02794638534821268,0.08779510378554163,0.30901054768365877,0.16440724649321597,0.28043421329449114
37,0.0973386566660948,0.04324228639971064,0.23400094808208313,0.11390853102677008,0.21169414129447567,0.2998154365308658
38,0.055689987937678126,0.0680294553844018,0.22874113108705915,0.22787365697480472,0.0816341966064295,0.3380315720096265
39,0.12516151569974715,0.07537829585795139,0.14561396347218747,0.24104335827970275,0.16860718438621644,0.24419568230419478
40,0.18092971996107943,0.17726200783351814,0.32852029729155274,0.06379958646574314,0.1891100139894605,0.06037837445864602
41,0.05498537444725722,0.034645647227140704,0.09167973185478798,0.23582652122746042,0.13953575820059738,0.44332696704275637
42,0.10490489939265599,0.048742161964585425,0.3051750535828862,0.2794481157677192,0.13829951364138934,0.12343025565076371
43,0.03621805311724102,0.030726692426638037,0.08004437061128039,0.4103370003653622,0.1151763384959795,0.3274975449834989
44,0.21799999332365597,0.27489998850143527,0.13270000259563774,1.5901404751344328e-08,0.2226999985791927,0.1517000010986736
45,0.08071045318937824,0.051290215879090634,0.1533867507158725,0.26349477974263436,0.22211386536381086,0.22900393510921352
46,0.06529627244039356,0.052053906373268455,0.1399337911421339,0.3192322951781102,0.1781827866530403,0.24530094821305362
47,0.050410851517763304,0.1381014818605173,0.11911584552136777,0.23791630149092657,0.140762505631905,0.3136930139775201
48,0.07378390091356091,0.04311450937090217,0.12014413179760146,0.3886232700681248,0.15607719889431862,0.218256988955492
49,0.10406728701925003,0.08132675501044641,0.16238052427022207,0.15618984284086868,0.2297750382559975,0.26626055260321524
50,0.10046990469462692,0.060051127445380895,0.17452598031873676,0.2627177086136349,0.19322856738381497,0.20900671154380543
51,0.1522198797712519,0.07784798540890034,0.13819611477691712,0.2652341520011084,0.14931143407045383,0.21719043397136842
52,0.10608550587982918,0.004467563565790781,0.20050625693508684,0.06753468844332154,0.4098714916778239,0.21153449349814762
53,1.0004670640433395e-12,0.18821882186482497,9.971595615899358e-13,0.1529152915294708,1.2751396853174589e-12,0.6588658866024314
54,0.08238256146289143,0.03599794443001568,0.19443167015473564,0.35156399505300123,0.11263301637284237,0.22299081252651348
55,0.08157458185209547,0.04812244058634452,0.1508152735800811,0.2741806088021903,0.22818880431178956,0.217118290867499
56,0.09143304678495107,0.11642459700302647,0.06991740685096842,0.18116292661394892,0.18184200353806923,0.35922001920903596
57,0.10782236911356441,0.08003528107545217,0.2195492262443972,0.15137408691296297,0.22961784598095067,0.21160119067267266
58,0.09075902418155418,0.05372162827808221,0.14337536604669127,0.26940507248430895,0.18646211328218038,0.25627679572718304
59,0.013552828248285846,0.007704962111318105,0.31487433485880745,0.12590461858561072,0.06069471852242459,0.4772685376735533
60,0.1142195239989982,0.08210964729415249,0.14459511537412634,0.18574915518127913,0.17168511923918198,0.3016414389122619
61,0.09525811264086892,0.10290620716357693,0.11147245829070397,0.3057294391009666,0.1091730106117803,0.2754607721921033
62,0.06538217524858977,0.04567028407536684,0.2003251656446746,0.2768811416457922,0.1855357691410927,0.2262054642444839
63,0.07247548473278696,0.051463371115253946,0.11802501413347444,0.34580122852078404,0.16982278567466136,0.24241211582303915
64,0.11381467541943592,0.08087152551001892,0.30936103821917665,0.1610278845827708,0.11136407947127794,0.2235607967973199
65,0.12614625298698734,0.06774384678429488,0.15606170330122798,0.14605252650130746,0.2395709373899755,0.26442473303620684
66,0.07256721723663097,0.03407914454614918,0.23969222283245234,0.3259949929417464,0.15177609089067237,0.17589033155234882
67,0.02048802210342121,0.033033754847834065,0.03681380625006644,0.5054012148237477,0.06525329353327299,0.33900990844165757
68,0.06505707002807593,0.04436063982493567,0.12720659839937576,0.3176012356925278,0.1487909142540085,0.2969835418010764
69,0.09215550417160703,0.06130141139608192,0.18091249762969655,0.21580833185260573,0.23812314455214265,0.211699110397866
70,0.08032162038657303,0.05197720717552538,0.14143900767122938,0.27476378723599443,0.1781534966585273,0.2733448808721504
71,0.06720359843614056,0.056318845591105,0.14702266364536543,0.2977051446235203,0.20048243667931848,0.2312673110245504
72,0.0798733118600593,0.06358264508654542,0.13021557369818862,0.3024848446674042,0.19064577251878773,0.23319785216901476
73,0.10497796950994018,0.070719002729676,0.21456407440095027,0.15232396381948252,0.3088438984406134,0.1485710910993378
74,0.06058199146769528,0.03553908100819597,0.15578007064889263,0.31686900167906834,0.21123996234102313,0.2199898928551248
75,0.1852037090635828,0.1006657173613766,0.2948342632941454,0.10168220582315775,0.13006626970623375,0.18754783475150374
76,0.07535155725953172,0.06326560457604641,0.19610009554997082,0.17362198260577372,0.26504014829139466,0.22662061171728265
77,0.080295480044959,0.04898163270317002,0.15508823838741945,0.2699893476740198,0.21647792877099012,0.2291673724194418
78,0.025347376363936327,0.015450974549285646,0.04788260281791275,0.7024445106609254,0.05755562786155515,0.15131890774638485
79,0.09327502816536119,0.05530713589130804,0.14638577838148753,0.26274813670780905,0.18934876379126742,0.2529351570627667
80,0.19456559545979732,0.05940795806104988,0.223807641185973,0.17588999127610977,0.1756248056981179,0.17070400831895213
81,0.14826151972257592,0.03423949742590739,0.2577234765467964,0.17713192869650154,0.21817520933505072,0.16446836827316794
82,0.10081448923509637,0.052268473695992024,0.16449428574265185,0.2320085768746528,0.2330611214068502,0.21735305304475686
83,0.06894817298899424,0.047491220555044455,0.13458351256359344,0.3310830475670047,0.14408760574924137,0.2738064405761218
84,0.09065160932450407,0.052774145749978255,0.16813940237818387,0.23443324667290324,0.22353983820562834,0.23046175766880217
85,0.0366763934972142,0.0853844785597572,0.38989392323988975,0.00011116879731513177,0.17110948255669742,0.3168245533491262
86,6.146365633258684e-07,5.658528626092906e-07,0.6666965019779458,1.8689626063244823e-06,1.3018678045577277e-06,0.33329914670221733
87,0.16490884216771054,0.08096382226939862,0.271804197583187,0.048080507634248724,0.3758340297270387,0.058408600618416254
88,0.0963243619014055,0.10242252482880952,0.1328388032096186,0.18605384708807723,0.20526647907112483,0.2770939839009643
89,0.006776308700554802,0.005115072535883986,0.03892443849673525,0.6181271243664518,0.07122213422123244,0.2598349216791417
90,0.0883606528378022,0.04926315759119349,0.14954467938163452,0.2704238466682164,0.2428558188769378,0.19955184464421555
91,0.07768783838504667,0.050068917708196096,0.1275453573403502,0.3056628563082895,0.18580114411856805,0.2532338861395495
92,0.19725802107881296,0.2086656809929481,0.2512118111302474,0.07691480666359798,0.21498568716211258,0.050963992972281005
93,0.10299398756283919,0.05503087750914791,0.16134894631247318,0.2740317167532573,0.1778543721768037,0.22874009968547887
94,0.09846094268835127,0.09938641480916928,0.23725398828669472,0.14032481595746246,0.1665563089509077,0.2580175293074146
95,0.04358628419288172,0.03464375601818181,0.32837635862170705,0.138387280697791,0.2903423487692462,0.16466397170019217
96,0.08549389459858936,0.05910408376994799,0.13860079953906068,0.265979771353883,0.2184806190031613,0.2323408317353577
97,0.06606710680034109,0.03963768069096641,0.10989177992714275,0.4029175221160799,0.13020017276546636,0.2512857377000035
98,0.08197659911071974,0.050391545444357484,0.1446922106087334,0.23388487915321343,0.2614014401718927,0.2276533255110832
99,0.06321001480019416,0.08837371474622598,0.16439074348189703,0.14009675701207588,0.1390034428903535,0.40492532706925344
100,0.07773709815665457,0.05003780022308732,0.12139558966872434,0.3209442365753752,0.183507956839379,0.2463773185367797
101,0.067463957799874,0.06444348194486817,0.22564206528921218,0.1881809931027725,0.24445092205232227,0.2098185798109507
102,3.5591580635334205e-08,2.2681099478097118e-08,6.480685913468902e-08,0.6376998688438054,8.572133426942563e-08,0.36229992235532105
103,0.09860067911165007,0.08014874261857181,0.24065711348083857,0.0544034232635239,0.34793702087824346,0.17825302064717213
104,0.04040005741292499,0.029483228442781267,0.10900299015114984,0.4068204611245354,0.11253042199568031,0.301762840872928
105,0.10394747364073381,0.0678961340570785,0.2161194294430208,0.2329043134684668,0.19187474012207262,0.1872579092686275
106,0.11455480824341623,0.063338040544948,0.2139416114668661,0.1087722346359565,0.32033536416895686,0.17905794093985625
107,0.11285498381724787,0.06249522936554179,0.23316581067012626,0.15184646981442518,0.13359013459251445,0.3060473717401445
108,0.0697607971999153,0.02935112838759283,0.14780931418009108,0.31396204502662806,0.10399564043311575,0.33512107477265685
109,0.08017663184503511,0.04887318830550167,0.14746126774177162,0.31465715537787986,0.18205499138882572,0.22677676534098606
110,0.04466499376093953,0.026499916632489285,0.11347829275057053,0.45961053996272816,0.12085001962132036,0.23489623727195216
111,0.06769222763265959,0.07181540051529327,0.20535802811711953,0.19669202504967467,0.22495159965425887,0.23349071903099408
112,0.11854263848487863,0.11948731210902498,0.22118436761764682,0.17910436847049677,0.19780814187596268,0.1638731714419902
113,0.05576636790850914,0.03324394439258852,0.09463671142411874,0.43764225764870207,0.11407370960779036,0.2646370090182913
114,0.11168500107870623,0.07911629303497716,0.22474605751710325,0.2133837799100106,0.19784323222994615,0.1732256362292566
115,0.15308645752611924,0.1887807887582744,0.5487068155577255,0.0005890047048591936,0.10833496288215867,0.000501970570863105
116,0.05658743359060607,0.029359989490395193,0.09447088716697156,0.447143216158939,0.12756173376872668,0.24487673982436142
117,0.09044653593513692,0.05276887369036763,0.17272029287321256,0.26812836198218737,0.19772858448604247,0.2182073510330531
118,0.053135159837270796,0.05682885377521605,0.12457634284360315,0.35061102414542195,0.09953151178757967,0.31531710761090825
119,0.1407099782131722,0.045486395880581204,0.11831266859228207,0.27769407139229174,0.15126108303492175,0.26653580288675094
120,0.04656914884188551,0.00019847258417660416,0.3944328767184008,0.0006815196286458443,0.4985128755672209,0.05960510665967032
121,0.10354684512575134,0.04538388947493773,0.15520038703756917,0.3049201908045468,0.15451858458318526,0.2364301029740098
122,0.002611559752019031,0.001991633493052893,0.004576427665460472,0.539660839408375,0.005129488797029567,0.44603005088406306
123,0.06837922171882925,0.04280507107701535,0.13990658330972733,0.39260105852240007,0.15418765138606996,0.20212041398595787
124,0.08179558159392471,0.049172370857231085,0.17410184692460356,0.2690739650617584,0.20882270856729518,0.21703352699518705
125,0.050373774580955454,0.07945204650648885,0.21891350570220006,0.1805192322588048,0.21508611074202566,0.25565533020952513
126,0.08108980174429985,0.07476315210693568,0.14828957830534,0.2879624747786075,0.1926770857354234,0.21521790732939364
127,0.20450670979929658,0.0359753079278362,0.16118337045096634,0.15758507245168762,0.21784273379740102,0.22290680557281223
128,0.02062248632116825,0.015101939759114363,0.3293226242576499,0.13649084554527108,0.020510495528211832,0.4779516085885846
129,0.17550299663656588,0.06382046992320839,0.1969722869418762,0.2674154583019384,0.13516561669781055,0.16112317149860048
130,0.08531613464691858,0.03881180736451198,0.10815805104983411,0.31402801169886874,0.14648940064199278,0.30719659459787385
131,0.0995512032893284,0.055744976465955914,0.12017324455534417,0.3309795449426733,0.16446094733117259,0.22909008341552559
132,0.08029548004495898,0.04898163270317001,0.14730257454542897,0.3134353425650135,0.1814313823004392,0.2285535878409894
133,0.265537360932754,0.0752393558397142,0.2101010602734677,0.06183780330784768,0.2947742990088807,0.09251012063733574
134,0.09707213960726079,0.08070639066473156,0.19201785185543754,0.1427737295322232,0.22741539621092027,0.26001449212942673
135,0.04811532258977164,0.019531901177284525,0.41361142674671925,0.1613268585470333,0.20529711128681363,0.1521173796523777
136,0.07701278147019062,0.05208224907414136,0.12658384338126286,0.3134828987617736,0.18489239999094573,0.24594582732168585
137,0.07849038510215987,0.05960060421288201,0.14907200292071635,0.19166996294146796,0.18877036008452786,0.3323966847382459
138,0.1369398495274719,0.04221787825526004,0.1905372083856054,0.26949069072101056,0.1508969510069628,0.20991742210368938
139,0.11893681833178249,0.0675772367197294,0.2630758501435465,0.19430404451876507,0.18115247745213287,0.17495357283404386
140,0.0855864118055229,0.03647553167555671,0.1798043995914767,0.2680813606032855,0.22507856716198574,0.20497372916217235
141,0.0015441378206080213,0.05418590140809079,0.002626878515268623,0.562929909679699,0.26809943243693984,0.11061374013939376
142,0.1059458207757077,0.0500579212064966,0.15367689812596683,0.25393954129235774,0.24717274662725733,0.1892070719722139
143,0.0006916427346396744,0.021509780329783543,0.06423670153781687,0.7629492632361142,0.02215870952969768,0.128453902631948
144,0.038257136529645276,0.019534303773892987,0.1118055791894465,0.3410731840302903,0.25271672962813724,0.23661306684858763
145,0.10583103307363469,0.062456864436634923,0.17130354130558076,0.17182669400744016,0.21177438537143337,0.2768074818052762
146,0.0837892560306847,0.054782796212348966,0.12688866541329497,0.2965059136870842,0.19448854264147658,0.24354482601511065
147,0.058952409813741904,0.06998733251761624,0.20915536656507813,0.13355973752966352,0.24363207938514192,0.28471307418875835
148,0.062048652508987424,0.0515224117159573,0.24795500806483428,0.13678006476918275,0.33830016448842526,0.16339369845261292
149,0.0019407460423168338,0.0013131656938481524,0.03703357336944215,0.48963921769980223,0.09569768067252718,0.37437561652206347
150,0.06794342374257917,0.03876992600900212,0.1876193967288835,0.19989863867139168,0.30935038316188723,0.19641823168625636
151,0.07545447585746376,0.04997140025394533,0.25541960326334706,0.17171103041312885,0.24081734788469716,0.20662614232741777
152,0.09327502816536119,0.05530713589130804,0.14638577838148753,0.26274813670780905,0.18934876379126742,0.2529351570627667
153,0.02861382552118493,0.00949992383460173,0.3618672610075422,0.44764731355524595,0.019026912840099136,0.133344763241326
154,0.06940605115808637,0.05665830436559471,0.12780359553282536,0.29161282552721135,0.15843523008913366,0.29608399332714863
155,0.07339981316940429,0.05738449918734494,0.13597661043684625,0.28839508617952847,0.17257661965908888,0.2722673713677872
156,0.08900566739491884,0.05306696207316718,0.14534080381533027,0.26998111626486515,0.184465629470012,0.25813982098170657
157,0.06230131104570078,0.021927561037265786,0.22189918708757692,0.34330389716410636,0.10914949085044558,0.24141855281490449
158,0.07158840694163711,0.0528001269393697,0.13482383411332555,0.2801571777162364,0.1477612617186044,0.3128691925708267
159,0.07707184883522111,0.04731366128839584,0.1424030009359786,0.31826044689496624,0.18183000249643083,0.2331210395490074
160,0.07389964111640998,0.04643464350751887,0.18569893136184906,0.26971654731929523,0.20151640810141047,0.22273382859351645
161,0.07876993433388599,0.061982565182734616,0.1849514330885426,0.26488149913043685,0.2055102245061547,0.20390434375824512
162,0.1271108018829716,0.12355113640351702,0.1621319337326459,0.14253546579222168,0.2622395800272063,0.1824310821614374
163,0.12877487595861767,0.09861374162589308,0.1070116250222065,0.2201085141926075,0.13817202029985307,0.30731922290082214
164,0.1011035938133679,0.07768851432944693,0.18761329546782754,0.24263036101881047,0.21446120652964176,0.17650302884090555
165,0.16317510816081204,0.12147105826157129,0.3013697683900438,0.11424420704229828,0.19427895249246102,0.10546090565281342
166,0.11621610510728754,0.10123960797594903,0.2215264991292054,0.2098877730762866,0.19268209068912773,0.1584479240221437
167,0.22713583610060367,0.11288207885742325,0.1573099129272421,0.17575475930307433,0.139679633180491,0.18723777963116553
168,0.08003290829759882,0.04341184302990313,0.12097819414535982,0.21422973967374026,0.3063507824585205,0.2349965323948775
169,0.1230110106159114,0.06023615680092571,0.19657401927725365,0.23711269654735148,0.22348953864395107,0.15957657811460663
170,0.05695046276923228,0.02897587716507534,0.1574407525775267,0.4674339162718908,0.1322693708796079,0.15692962033666694
171,0.12577229348344074,0.0050684354078013,0.5327579790907678,0.0099964297151088,0.10918238094078517,0.21722248136209604
172,0.04561980224622395,0.027839676165536016,0.06557070985294353,0.39558919351660254,0.08030382982839707,0.3850767883902969
173,0.08696607337666343,0.06342575700958897,0.23464730821706303,0.263102152483711,0.18537951074165987,0.16647919817131382
174,0.028346787316058976,0.012211348515858332,0.13836597870280634,0.46038176824837,0.11679081947136492,0.24390329774554154
175,0.09117934204633808,0.0394585856495046,0.25633428296830296,0.10588797052035837,0.37366253061764293,0.13347728819785293
176,0.10179195544507633,0.024107122744640906,0.08016315100940735,0.4353791628180806,0.0882201599706941,0.2703384480121007
177,0.08691487374244761,0.05426755746691719,0.18521843731631343,0.2590847047984728,0.20493700108468893,0.20957742559116016
178,0.10826893692161035,0.03486015818651487,0.2200717974441737,0.3367477513336401,0.09893578028144343,0.2011155758326176
179,0.07970288373651553,0.03444018552051083,0.1182956259663756,0.37968513331783554,0.1233880096789197,0.2644881617798429
180,0.014611153874214232,0.009075158994477693,0.3128268015235983,0.1273241659359562,0.06363621696909216,0.47252650270266133
181,0.0719286142434043,0.041299248960152656,0.25018098421771784,0.2399294747174391,0.212058828600314,0.18460284926097204
182,0.09241527751335044,0.03924781238553768,0.1307394038810845,0.19261415008073668,0.20142076941136103,0.3435625867279297
183,0.08365117923712477,0.045650526367076415,0.1565795337423107,0.28889192936116526,0.21594391816035832,0.20928291313196457
184,0.08462855053069457,0.051586939871737986,0.15564925915726882,0.28685271441567767,0.19216384729023106,0.22911868873438984
185,0.0697461540342418,0.05166628876986067,0.12685503643277443,0.29481975109364694,0.18452257307903627,0.27239019659044
186,0.08198779094023306,0.05413921478594736,0.12851421165088953,0.300729851356065,0.18943623932974427,0.24519269193712082
187,0.00020631777743625618,0.00013670903706561012,0.000401103027876929,0.6512330292495577,0.0005233086986847907,0.3474995322093786
188,0.07892003044880454,0.07451141837667095,0.20627677625461557,0.29388578887495875,0.15817297566608504,0.18823301037886525
189,0.05773651551494639,0.03218443935967299,0.12023028973351245,0.37614331066939105,0.15806356650080866,0.25564187822166834
190,0.08537328567591272,0.052115717397243924,0.15621518165995754,0.28471162197878835,0.1919229837916636,0.2296612094964337
191,0.09514511912596524,0.020310208801918826,0.43174940528405886,0.0562038967805851,0.21385957384788867,0.18273179615958332
192,0.16070644261826514,0.06751297406098289,0.1360153465970612,0.2525563491076111,0.14090142576179035,0.2423074618542893
193,0.09607881642529413,0.04015420136131522,0.14246253603396333,0.21201315938681092,0.19168165333252227,0.3176096334600942
194,0.07691096954147413,0.04913735350536822,0.16483951342637787,0.2553344118694839,0.19435175569016375,0.2594259959671321
195,0.07784246320565395,0.030140789774497915,0.25179833799760315,0.3633144164658103,0.09277900313538703,0.18412498942104755
196,0.09060180594638277,0.08998408381766297,0.1618221765050713,0.18267544522581855,0.26604523951544995,0.20887124898961437
197,0.10116283011660304,0.04077207764847825,0.14774444509178752,0.25747077823363645,0.24176579700061224,0.2110840719088825
198,0.025207668001217914,0.01621405777426378,0.43598239491506047,0.22927241219553943,0.12678265995599106,0.1665408071579273
199,0.09430383074663169,0.07472517474347765,0.1965429724497223,0.17797126904207503,0.23568367043586108,0.22077308258223222
200,0.20948267953675695,0.15492261297981838,0.2751189176779795,0.0275820980239618,0.25336938017460836,0.0795243116068749
201,0.038176486940705835,0.022889763474562588,0.06072698765920743,0.4826575028776406,0.0717217798164573,0.3238274792314264
202,0.06517099608304157,0.04792450928394504,0.206992407519101,0.11275700545795178,0.2143572785350795,0.3527978031208812
203,0.09544346546876804,0.04497896388922112,0.13497741085568446,0.27212543581811105,0.12984511274846344,0.3226296112197517
204,0.07676624063712245,0.05163217130204559,0.152524771548888,0.25973653731077495,0.1811620407358804,0.27817823846528855
205,0.06393259424950266,0.04341346222379076,0.12765286200937576,0.33134739031956834,0.14526514911582042,0.28838854208194215
206,0.006741500060916557,0.021326558198315963,0.1289130694642787,0.0552109848798868,0.4798802641891912,0.3079276232074108
207,0.06228605462350502,0.047286882400765895,0.25300027829524924,0.3257133069646324,0.1545413093714767,0.15717216834437067
208,0.07204896654607898,0.03022728265298573,0.1780226046961399,0.408532882917139,0.09404647499666377,0.21712178819099265
209,0.037668213257690285,0.012834796939151,0.3297794898331712,0.4286338636939947,0.04104144673723218,0.15004218953876075
210,0.1122879293054039,0.04806611337712874,0.1630198722291256,0.2921972434247167,0.16126838593369555,0.2231604557299294
211,0.16381095648072155,0.050583685576605204,0.2709754309365918,0.23415925204595445,0.130591690266643,0.149878984693484
212,0.11526901065676898,0.0576540634313504,0.3440504414926312,0.20903238932354345,0.171490752008882,0.10250334308682395
213,0.05501234908869718,0.03328462886707776,0.34230269223847165,0.136946955091528,0.2615881713729388,0.17086520334128646
214,0.09296860976147149,0.06390240496521843,0.15422848070498052,0.2649630306289126,0.20874899242596154,0.21518848151345552
215,0.030691048006566912,0.012334300135865147,0.04302062009794691,0.6531936728754233,0.08614333657917465,0.17461702230502305
216,0.07840653581430271,0.03399263839652267,0.11368289138763936,0.23092287366577305,0.2124236100293466,0.3305714507064157
217,0.1269542074456709,0.060048547221206526,0.17339923771293406,0.2574044236347368,0.16267911109466487,0.21951447289078674
218,5.221469726505198e-07,0.17859961848047845,4.885903004554605e-07,0.32139979811733804,0.035700646923491154,0.4642989257414194
219,0.10565116138506239,0.05635937342557283,0.2239410542317771,0.17481459949316702,0.26669690284731523,0.17253690861710533
220,0.05275264832802174,0.03343142431539002,0.09927892009259165,0.47612658053841983,0.1581667605094416,0.18024366621613525
221,0.15260645713728674,0.07458288986933612,0.11286343711850377,0.3124119612528867,0.1627076967306634,0.18482755789132332
222,0.026941941991507574,0.059005251763998554,0.2007177095487041,0.2111772168537514,0.10976147280428626,0.392396407037752
223,0.003131595555155169,0.0018602625223139164,0.12446698762425225,0.32555720124100257,0.05129516609312864,0.4936887869641476
224,0.1349868688918233,0.08147940800770527,0.162641754715656,0.020731129832543785,0.4675555579237338,0.13260528062853782
225,0.044517725111913715,0.029880441363866524,0.49419517003021013,0.07331808983241297,0.24518083965637427,0.11290773400522237
226,0.09572496921270365,0.06161676033931185,0.17827320084703244,0.21334402099331892,0.23211053585374133,0.2189305127538917
227,0.160171644548095,0.062412282318535524,0.17966311723845296,0.25678078450849806,0.14609617332161126,0.19487599806480724
228,6.005638490341817e-07,5.442425649821741e-07,0.6666965800191098,1.8351298498399178e-06,1.2814419153429251e-06,0.33329915860271103
229,0.07153076164975775,0.03726145351281273,0.13022803347625725,0.3939672095797322,0.1370250083237437,0.22998753345769632
230,0.000674699837669393,0.0002522911536140506,0.031974966047965736,0.09278913411326414,0.5518702382641447,0.3224386705833421
231,0.086610209383024,0.04145124461396512,0.18541786154444004,0.31039651695894477,0.1586025887466688,0.21752157875295725
232,0.0638867595817351,0.04769872986730102,0.13928089161082735,0.27600703623816564,0.18243765848621574,0.2906889242157551
233,0.054296619079965254,0.03969504379625294,0.3425687389058445,0.17597446137986944,0.1289993079465372,0.25846582889153064
234,0.08576224172556245,0.05238816457385605,0.15652079046587253,0.2836099152650176,0.19177918817558726,0.22993969979410422
235,0.12991641094164996,0.034968225450314416,0.16603721611754943,0.3117491310379869,0.18264854311476786,0.17468047333773154
236,0.0897901193655722,0.06743849197017286,0.1877520899289218,0.2492209735772114,0.19858628627429323,0.2072120388838285
237,0.09071518172526459,0.03087695194598103,0.2532050724868235,0.10077545225706944,0.37253066773382043,0.15189667385104105
238,0.0994399565067306,0.08845983601776777,0.16243676144475974,0.23633723154883612,0.20460975706044876,0.20871645742145709
239,0.07622351701583471,0.048945478681460895,0.1197773635133093,0.32361357029106913,0.1787143345365769,0.2527257359617491
240,0.1608861006868269,0.049250834837918846,0.2649979066563258,0.17300804948640885,0.17600668568796196,0.1758504226445576
241,0.10820652342195804,0.04723938057953237,0.15525664717495147,0.29332081109811675,0.16020619399435776,0.23577044373108358
242,0.030402686036938627,0.01818153929995178,0.050924385977824026,0.6873495034048678,0.06468326088047685,0.14845862439994104
243,0.2507552479895587,0.06671719545310625,0.17925195698408616,0.1388629868046438,0.17575800468342445,0.18865460808518061
244,0.07470061967920169,0.038399171038989266,0.2121815651171077,0.2771108733479836,0.1812948060840073,0.2163129647327104
245,0.15784891197305595,0.15989148529193878,0.1436491106180301,0.13865422896278695,0.23688781669413278,0.16306844646005536
246,0.08985613502882413,0.05613821850182645,0.14118317432148925,0.2727095771550725,0.18848299422523265,0.2516299007675551
247,0.07559373395325374,0.04607959587718881,0.14004119603084228,0.3462430118775966,0.17466983872830588,0.21737262353281264
248,0.0958188900241312,0.05129882762232025,0.14532325584589428,0.25191981360693666,0.18540247716189412,0.27023673573882345
